Universidad,url_universidad,ciudad,estado,n_profesores
UAEM Valle De México,https://www.misprofesores.com/escuelas/UAEM-Valle-De-Mexico_4585,LOPEZ MATEOS,ESTADO DE MEXICO,1
UAEM ZUMPANGO,https://www.misprofesores.com/escuelas/UAEM-ZUMPANGO_1976,"ZUMPANGO, EDO DE MEXICO",MEXICO,5
"UAEM, Plantel, “Isidro Fabela Alfaro” de la Escuela Preparat",https://www.misprofesores.com/escuelas/UAEM-Plantel-Isidro-Fabela-Alfaro-de-la-Escuela-Preparat_7694,Atlacomulco,México,1
UAEMex,https://www.misprofesores.com/escuelas/UAEMex_2214,Toluca,México,30
Uaemex,https://www.misprofesores.com/escuelas/Uaemex_8031,Cuautitlán izcalli,Estado de mexico,1
UAEMex,https://www.misprofesores.com/escuelas/UAEMex_5432,Toluca de Lerdo,México,61
UAEMEX - Universidad Autónoma del Estado de México,https://www.misprofesores.com/escuelas/UAEMEX-Universidad-Autonoma-del-Estado-de-Mexico_1463,Amecameca,Estado de México,10
UAEMEX - Universidad Autónoma del Estado de México,https://www.misprofesores.com/escuelas/UAEMEX-Universidad-Autonoma-del-Estado-de-Mexico_1339,Atizapán,Estado de México,13
UAEMex - Universidad Autónoma del Estado de México,https://www.misprofesores.com/escuelas/UAEMex-Universidad-Autonoma-del-Estado-de-Mexico_3739,Texcoco,México,5
UAEMex chimalhuacán,https://www.misprofesores.com/escuelas/UAEMex-chimalhuacan_10839,Chimalhuacan ,México ,1
UAEMex CU Nezahualcóyotl,https://www.misprofesores.com/escuelas/UAEMex-CU-Nezahualcoyotl_7163,Nezahualcóyotl ,Estado de México ,17
UAEMex CU Tenancingo,https://www.misprofesores.com/escuelas/UAEMex-CU-Tenancingo_7232,México,Estado de México,1
UAEMex CU Zumpango,https://www.misprofesores.com/escuelas/UAEMex-CU-Zumpango_7047,Zumpango ,Estado de México ,4
UAEMex Ecatepec,https://www.misprofesores.com/escuelas/UAEMex-Ecatepec_6624,Estado de mexico,Estado de México,1
UAEMéx Facico,https://www.misprofesores.com/escuelas/UAEMex-Facico_6254,Toluca ,Estado de Mexico,25
UAEMex Facultad de Geografía,https://www.misprofesores.com/escuelas/UAEMex-Facultad-de-Geografia_11409,Toluca,Estado de México,1
UAEMEX facultad dequimica,https://www.misprofesores.com/escuelas/UAEMEX-facultad-dequimica_4825,TOLUCA,MEXICO,5
UAEMEX TLANEPANTLA,https://www.misprofesores.com/escuelas/UAEMEX-TLANEPANTLA_11968,TLANEPANTLA,Estado de México,1
UAEMéx.  Facultad de Medicina,https://www.misprofesores.com/escuelas/UAEMex-Facultad-de-Medicina_4734,Toluca,Edo. Méx.,208
UAG,https://www.misprofesores.com/escuelas/UAG_1308,Guadalajara,Jalisco,24
UAG,https://www.misprofesores.com/escuelas/UAG_3761,Guadalajara,Jalisco,2
UAGRO,https://www.misprofesores.com/escuelas/UAGRO_7800,Arcelia,GUERRERO,2
Uagro  Altamirano prepa 8,https://www.misprofesores.com/escuelas/Uagro-Altamirano-prepa-8_7618,Altamirano,Guerrero,1
Uagro 16 Rosalino Wences reza,https://www.misprofesores.com/escuelas/Uagro-16-Rosalino-Wences-reza_9300,Coyuca de Benítez,Guerrero,1
UAGro No.11,https://www.misprofesores.com/escuelas/UAGro-No11_8180,tlapa de comonfort ,guerrero,7
Uagro Num.6,https://www.misprofesores.com/escuelas/Uagro-Num6_10940,Tecpan de Galeana,Guerrero,3
Uagro preparatoria no-° 26,https://www.misprofesores.com/escuelas/Uagro-preparatoria-no-26_7457,Chilapa de Álvarez,Guerrero,1
UAGro Unidad Academica de Enfermería 1,https://www.misprofesores.com/escuelas/UAGro-Unidad-Academica-de-Enfermeria-1_6786,Chilpancingo ,Guerrero,1
UAGro Unidad Academica de Enfermería 2,https://www.misprofesores.com/escuelas/UAGro-Unidad-Academica-de-Enfermeria-2_5491,Acapulco ,Guerrero ,3
uagro unidada academica de  ciencias sociales,https://www.misprofesores.com/escuelas/uagro-unidada-academica-de-ciencias-sociales_2748,acapulco,guerrero,7
UAGro- Ciencias de la Educación 2,https://www.misprofesores.com/escuelas/UAGro-Ciencias-de-la-Educacion-2_6871,Acapulco,Guerrero ,3
UAGro.- Unidad Académica De Ciencias Sociales.,https://www.misprofesores.com/escuelas/UAGro-Unidad-Academica-De-Ciencias-Sociales_4392,Acapulco,Guerrero,44
UAIM (UAIS LOS MOCHIS),https://www.misprofesores.com/escuelas/UAIM-UAIS-LOS-MOCHIS_11398,Los Mochis,Sinaloa,1
UAM,https://www.misprofesores.com/escuelas/UAM_2807,DISTRITO FEDERAL,DISTRITO FEDERAL,3
UAM,https://www.misprofesores.com/escuelas/UAM_6772,Ciudad de México,Ciudad de México,1
UAM,https://www.misprofesores.com/escuelas/UAM_3789,Azcapotzalco,Distrito Federal,3
uam,https://www.misprofesores.com/escuelas/uam_3522,df,mexico,1
Uam,https://www.misprofesores.com/escuelas/Uam_11676,De México ,,1
UAM,https://www.misprofesores.com/escuelas/UAM_6772,Ciudad de México,Ciudad de México,1
Uam,https://www.misprofesores.com/escuelas/Uam_11676,De México ,,1
UAM,https://www.misprofesores.com/escuelas/UAM_3202,Azcapotzalco,DF,3
UAM,https://www.misprofesores.com/escuelas/UAM_11299,Mexico,Ciudad de mexico,1
Uam,https://www.misprofesores.com/escuelas/Uam_3247,Istapalapa,DF,3
UAM  xochimilco,https://www.misprofesores.com/escuelas/UAM-xochimilco_6740,Coyoacan,Df,6
UAM (Azcapotzalco) - Universidad Autónoma Metropolitana,https://www.misprofesores.com/escuelas/UAM-Azcapotzalco-Universidad-Autonoma-Metropolitana_1084,México,D.F.,2332
UAM (Cuajimalpa),https://www.misprofesores.com/escuelas/UAM-Cuajimalpa_1085,México,D.F.,297
UAM (Iztapalapa),https://www.misprofesores.com/escuelas/UAM-Iztapalapa_1086,México,D.F.,1918
UAM (Xochimilco),https://www.misprofesores.com/escuelas/UAM-Xochimilco_1087,México,D.F.,1653
Uam - xochimilco,https://www.misprofesores.com/escuelas/Uam-xochimilco_4417,Ciudad de México,Distrito Federal,20
UAM - Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_11954,CDMX,Ciudad de México (CDMX),1
uam - xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_10740,Ciudad de mexico,Estado de mexico,2
uam azc,https://www.misprofesores.com/escuelas/uam-azc_6587,Azcapotzalco,CIUDAD DE MÉXICO,1
UAM AZC,https://www.misprofesores.com/escuelas/UAM-AZC_4061,MEXICO,DF,3
uam azc,https://www.misprofesores.com/escuelas/uam-azc_3718,df,df,1
uam azc,https://www.misprofesores.com/escuelas/uam-azc_4316,azcapozalco,df,3
uam azc,https://www.misprofesores.com/escuelas/uam-azc_2030,distrito federal,df,5
UAM Azcapotzalco,https://www.misprofesores.com/escuelas/UAM-Azcapotzalco_6076,Ciudad de México,,4
uam azcapotzalco,https://www.misprofesores.com/escuelas/uam-azcapotzalco_2603,mexico,df,19
UAM azcapotzalco,https://www.misprofesores.com/escuelas/UAM-azcapotzalco_2802,distrito federal,mexico,139
Uam Azcapotzalco,https://www.misprofesores.com/escuelas/Uam-Azcapotzalco_5523,México,,2
Uam Azcapotzalco,https://www.misprofesores.com/escuelas/Uam-Azcapotzalco_6063,CDMX,CDMX,4
uam azcapotzalco,https://www.misprofesores.com/escuelas/uam-azcapotzalco_3950,mexico,d.f,4
Uam azcapotzalco,https://www.misprofesores.com/escuelas/Uam-azcapotzalco_4964,Mexico ,D.F.,4
Uam azcapotzalco,https://www.misprofesores.com/escuelas/Uam-azcapotzalco_4988,Distrito Federal ,Distrito Federal ,1
uam azcapotzalco,https://www.misprofesores.com/escuelas/uam-azcapotzalco_3717,df,mexico,7
Uam azcapotzalco,https://www.misprofesores.com/escuelas/Uam-azcapotzalco_4810,México ,Distrito federal ,9
Uam azcapotzalco,https://www.misprofesores.com/escuelas/Uam-azcapotzalco_6053,Azcapotzalco,Distrito Federal,1
UAM Azcapotzalco,https://www.misprofesores.com/escuelas/UAM-Azcapotzalco_11399,Azcapotzalco,México,1
UAM azcapotzalco,https://www.misprofesores.com/escuelas/UAM-azcapotzalco_3314,mexico,Mexico,16
UAM Azcapotzalco,https://www.misprofesores.com/escuelas/UAM-Azcapotzalco_5928,Ciudad de México ,Ciudad de México ,3
uam azcapotzalco,https://www.misprofesores.com/escuelas/uam-azcapotzalco_3715,df,mexico,2
UAM azcapotzalco,https://www.misprofesores.com/escuelas/UAM-azcapotzalco_3873,DF,mexico,4
uam azcapozalco,https://www.misprofesores.com/escuelas/uam-azcapozalco_4974,mexico,mexico,5
UAM Cuajimalpa,https://www.misprofesores.com/escuelas/UAM-Cuajimalpa_5011,México,D. F. ,3
UAM I,https://www.misprofesores.com/escuelas/UAM-I_3045,Df,Mexico,3
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_2823,De México,D.F.,4
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_5529,mexico,,3
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_4663,distrito federal,distrito federal,2
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_4818,distrito federal,mexico,13
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_2824,de México,D.F.,15
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_6861,Cdmx,Cdmx,1
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_5682,Iztapalapa,CDMX,23
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_2827,df,df,5
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_6595,Ciudad de México,Ciudad de México,5
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_4214,DF,Iztapalapa,1
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_2813,De mexico ,Df ,6
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_11933,cdmx,iztapalapa,1
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_6054,Ciudad de México,México,4
uam iztapalapa,https://www.misprofesores.com/escuelas/uam-iztapalapa_5085,,,4
UAM IZTAPALAPA,https://www.misprofesores.com/escuelas/UAM-IZTAPALAPA_10700,Iztapalapa,Ciudad de México,1
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_5930,CDMX,,3
UAM Iztapalapa,https://www.misprofesores.com/escuelas/UAM-Iztapalapa_2822,Ciudad de México,Distrito Federal,1
UAM Lerma,https://www.misprofesores.com/escuelas/UAM-Lerma_3127,Lerma,Mexico,51
Uam x,https://www.misprofesores.com/escuelas/Uam-x_5325,Df,Df,1
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_3726,D.F.,D.F.,26
Uam Xochimilco,https://www.misprofesores.com/escuelas/Uam-Xochimilco_5118,,Ciudad de Mexico ,5
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_6768,CDMX,CDMX,5
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_5005,tlalpan,df,2
uam xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_5662,mexico,mexico,1
Uam xochimilco,https://www.misprofesores.com/escuelas/Uam-xochimilco_4673,Df,Mexico ,5
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_5945,CDMX,,3
Uam xochimilco,https://www.misprofesores.com/escuelas/Uam-xochimilco_6068,Uam,Ciudad de México,4
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_5786,De México,,15
Uam Xochimilco,https://www.misprofesores.com/escuelas/Uam-Xochimilco_5422,Ciudad de México,Ciudad de México,6
Uam xochimilco,https://www.misprofesores.com/escuelas/Uam-xochimilco_6415,Coyocan ,Ciudad de México ,2
UAM xochimilco,https://www.misprofesores.com/escuelas/UAM-xochimilco_6069,Mexico,Cdmx,5
Uam Xochimilco,https://www.misprofesores.com/escuelas/Uam-Xochimilco_11828,Ciudad de México ,,2
Uam Xochimilco,https://www.misprofesores.com/escuelas/Uam-Xochimilco_5012,M?xico ,Distrito federal ,8
uam xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_4676,mexico,d.f,13
uam xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_3218,df,df,9
uam xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_10735,CDMX,MEXICO,2
UAM Xochimilco,https://www.misprofesores.com/escuelas/UAM-Xochimilco_6418,México,Ciudad de México,4
Uam Xochimilco,https://www.misprofesores.com/escuelas/Uam-Xochimilco_10907,Ciudad de México ,De México ,1
Uam xochimilco,https://www.misprofesores.com/escuelas/Uam-xochimilco_5542,Mexico,,5
UAM XOCHIMILCO,https://www.misprofesores.com/escuelas/UAM-XOCHIMILCO_4993,MEXICO ,DISTRITO FEDERAL ,3
uam xochimilco,https://www.misprofesores.com/escuelas/uam-xochimilco_5408,ciudad de mexico,distrito federal,6
uam xocimilco,https://www.misprofesores.com/escuelas/uam-xocimilco_5009,Distrito Federal,Distrito Federal,1
"uam,x",https://www.misprofesores.com/escuelas/uamx_4050,d.f.,méxico,1
UAM-A,https://www.misprofesores.com/escuelas/UAMA_1850,DF,Distrito Federal,14
UAM-A CyAD,https://www.misprofesores.com/escuelas/UAMA-CyAD_3125,Ciudad de México,Distrito Federal,5
UAM-I Universidad Autónoma Metropolitana Iztapala,https://www.misprofesores.com/escuelas/UAMI-Universidad-Autonoma-Metropolitana-Iztapala_1372,D.F.,MEXICO,61
UAM-X,https://www.misprofesores.com/escuelas/UAMX_6770,CDMX,,3
UAM-X,https://www.misprofesores.com/escuelas/UAMX_6771,CDMX,México ,2
uamc,https://www.misprofesores.com/escuelas/uamc_11133,mexico,,1
UAMCAV,https://www.misprofesores.com/escuelas/UAMCAV_2744,victoria,tamaulipas,3
uami,https://www.misprofesores.com/escuelas/uami_4531,df,df,2
uami,https://www.misprofesores.com/escuelas/uami_4991,mexico,mexico ,3
uane,https://www.misprofesores.com/escuelas/uane_2808,coahuila,monclova,1
UANE Monclova,https://www.misprofesores.com/escuelas/UANE-Monclova_2091,Monclova,Coahuila,5
UANE Monterey,https://www.misprofesores.com/escuelas/UANE-Monterey_2413,Monterrey,Nuevo Leon,1
UANL,https://www.misprofesores.com/escuelas/UANL_4033,San Nicolas,Nuevo León,2
UANL,https://www.misprofesores.com/escuelas/UANL_1760,Monterrey ,Nuevo León ,77
uanl,https://www.misprofesores.com/escuelas/uanl_4145,monterrey,nuevo leon,1
UANL,https://www.misprofesores.com/escuelas/UANL_5994,MTY,NUEVO LEÓN,1
UANL,https://www.misprofesores.com/escuelas/UANL_5539,San Nicolás de los garzas ,Nuevo León ,1
UANL (Facultad de Medicina),https://www.misprofesores.com/escuelas/UANL-Facultad-de-Medicina_1448,Monterrey,Nuevo Leon,173
UANL (FCT),https://www.misprofesores.com/escuelas/UANL-FCT_2269,linares,Nuevo león,8
UANL - FACPYA,https://www.misprofesores.com/escuelas/UANL-FACPYA_2373,San Nicolás De Los Garza,Nuevo Leon,740
UANL - Faculta de Ciencias Biologicas,https://www.misprofesores.com/escuelas/UANL-Faculta-de-Ciencias-Biologicas_1537,Monterrey,Nuevo Leon,98
UANL - Facultad de Ingeniería Mecanica yElectrica,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Ingenieria-Mecanica-yElectrica_1482,Monterrey,Nuevo León,18
UANL - Preparatoria 2,https://www.misprofesores.com/escuelas/UANL-Preparatoria-2_1362,Monterrey,Nuevo León,18
UANL ARTES VISUALES,https://www.misprofesores.com/escuelas/UANL-ARTES-VISUALES_3194,Monterrey,NUEVO LEON,15
uanl facultad de ciencias quimicas,https://www.misprofesores.com/escuelas/uanl-facultad-de-ciencias-quimicas_2274,mty,nuevo leon,12
UANL Facultad de Derecho y Criminología,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Derecho-y-Criminologia_2323,San Nicolás de los Garza ,Nuevo León ,98
UANL Facultad de Economía,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Economia_6288,Monterrey,Nuevo León,2
UANL Facultad de medicina,https://www.misprofesores.com/escuelas/UANL-Facultad-de-medicina_5759,Monterrey,Nuevo León,1
UANL Facultad de Medicina Veterinaria y Zootecnia,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Medicina-Veterinaria-y-Zootecnia_5201,Monterrey,NL,2
UANL Facultad de Odontologia,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Odontologia_1555,Monterrey,Nuevo Leon,88
uanl filosofia y letras,https://www.misprofesores.com/escuelas/uanl-filosofia-y-letras_1487,monterrey,nuevo leon,199
UANL PREPA 10,https://www.misprofesores.com/escuelas/UANL-PREPA-10_10374,DOCTOR ARROYO,NUEVO LEON,1
UANL PREPARATORIA 15 FLORIDA,https://www.misprofesores.com/escuelas/UANL-PREPARATORIA-15-FLORIDA_11287,MONTERREY,NUEVO LEÓN,3
UANL PREPARATORIA 15 MADERO,https://www.misprofesores.com/escuelas/UANL-PREPARATORIA-15-MADERO_5297,Momterrey,Nuevo León ,6
UANL PREPARATORIA 22,https://www.misprofesores.com/escuelas/UANL-PREPARATORIA-22_3913,Guadalupe,Nuevo León,26
uanl preparatoria 9,https://www.misprofesores.com/escuelas/uanl-preparatoria-9_4946,monterrey,nuevo leon,14
UANL- FCFM,https://www.misprofesores.com/escuelas/UANL-FCFM_2263,San Nicolás de los Garza,Nuevo León,556
uanl-eyptm,https://www.misprofesores.com/escuelas/uanleyptm_4618,monterrey,nuevo leon,2
UANL. Facultad de Organización Deportiva,https://www.misprofesores.com/escuelas/UANL-Facultad-de-Organizacion-Deportiva_6637,Cd. Universitaria ,Nuevo León ,1
UANL.FACDYC,https://www.misprofesores.com/escuelas/UANLFACDYC_3602,"Cd. UNIVERSITARIA , SAN NICOLAS DEW LOS GARZA ,N,L",NUEVO LEON,12
uanm,https://www.misprofesores.com/escuelas/uanm_2573,df,df,1
UAP Acolman UAEMex,https://www.misprofesores.com/escuelas/UAP-Acolman-UAEMex_10884,mexico,Estado de México,1
UAP CHIMALHUACAN,https://www.misprofesores.com/escuelas/UAP-CHIMALHUACAN_4521,CHIMALHUACAN,MEXICO,5
UAP Tejupilco UAEMEX,https://www.misprofesores.com/escuelas/UAP-Tejupilco-UAEMEX_10220,Tejupilco,Estado de México,1
UAP UAEM NEZAHUALCOYOTL,https://www.misprofesores.com/escuelas/UAP-UAEM-NEZAHUALCOYOTL_4970,NEZAHUALCOYOTL,MEXICO,1
Uaq,https://www.misprofesores.com/escuelas/Uaq_1932,queretaro,queretaro,4
UAQ,https://www.misprofesores.com/escuelas/UAQ_2089,Querétaro,Querétaro,65
UAQ FCA,https://www.misprofesores.com/escuelas/UAQ-FCA_5756,Querétaro ,Querétaro ,8
uas,https://www.misprofesores.com/escuelas/uas_2576,los mochis sinaloa,sinaloa,1
UAS,https://www.misprofesores.com/escuelas/UAS_3737,CULIACAN,SINALOA,2
UAS facultad de medicina,https://www.misprofesores.com/escuelas/UAS-facultad-de-medicina_5993,Mazatlán ,Sinaloa ,13
UAS Medicina campus 1,https://www.misprofesores.com/escuelas/UAS-Medicina-campus-1_9958,Culiacan,Sinaloa,9
Uas preparatoria augusto cesar sandino,https://www.misprofesores.com/escuelas/Uas-preparatoria-augusto-cesar-sandino_6019,Culiacan,Sinaloa,2
uaslp,https://www.misprofesores.com/escuelas/uaslp_1529,san luis potosi,san luis potosi,38
UAT,https://www.misprofesores.com/escuelas/UAT_3941,Tlaxcala,Tlaxcala,4
UAT,https://www.misprofesores.com/escuelas/UAT_2653,TLAXCALA,TLAXCALA,4
UAT,https://www.misprofesores.com/escuelas/UAT_3802,Victoria,Tamaulipas,17
UAT,https://www.misprofesores.com/escuelas/UAT_6569,NUEVO LAREDO,Tamaulipas,2
UAT Tampico,https://www.misprofesores.com/escuelas/UAT-Tampico_2003,Tampico,Tamaulipas,12
UAT universidad autonoma de tamaulipas,https://www.misprofesores.com/escuelas/UAT-universidad-autonoma-de-tamaulipas_3926,Reynosa,Tamaulipas,3
UATX,https://www.misprofesores.com/escuelas/UATX_10447,APIZACO,TLAXCALA,1
UATX Facultad de Filosofía y Letras,https://www.misprofesores.com/escuelas/UATX-Facultad-de-Filosofia-y-Letras_6014,Tlaxcala,Tlaxcala,14
UAZ,https://www.misprofesores.com/escuelas/UAZ_3551,Zacatecas,Zacatecas,2
UAZ - Universidad Autónoma de Zacatecas,https://www.misprofesores.com/escuelas/UAZ-Universidad-Autonoma-de-Zacatecas_1159,Zacatecas,Zacatecas,225
UAZ campus Jalpa,https://www.misprofesores.com/escuelas/UAZ-campus-Jalpa_8399,Jalpa,zacatecas ,1
Uaz prepa 2,https://www.misprofesores.com/escuelas/Uaz-prepa-2_10154,Zacetecas,Zacatecas,1
UBAM,https://www.misprofesores.com/escuelas/UBAM_4155,Teoloyucan,Estado de mexico,3
UC,https://www.misprofesores.com/escuelas/UC_3483,mexico,Distrito federal,1
UCAD,https://www.misprofesores.com/escuelas/UCAD_4423,Distrito Federal,Mexico,3
UCAD,https://www.misprofesores.com/escuelas/UCAD_4349,MEXICO D.F.,DISTRITO FEDERAL,22
UCEM,https://www.misprofesores.com/escuelas/UCEM_2734,LEON,GTO,1
UCEM campus Guanajuato,https://www.misprofesores.com/escuelas/UCEM-campus-Guanajuato_6496,guanajuato,guanajuato,3
UCEM CAMPUS PACHUCA,https://www.misprofesores.com/escuelas/UCEM-CAMPUS-PACHUCA_5188,PACHUCA,HIDALGO,1
Uci,https://www.misprofesores.com/escuelas/Uci_4865,Cuautitlan ,Mexico,1
UCI UNIVERSIDAD DE CUAUTITLÁN IZCALLI,https://www.misprofesores.com/escuelas/UCI-UNIVERSIDAD-DE-CUAUTITLAN-IZCALLI_10712,Cuautitlán Izcalli,Estado de México,4
UCLA ZITACUARO,https://www.misprofesores.com/escuelas/UCLA-ZITACUARO_3075,Zitácuaro,Michoacán,4
UCLAH,https://www.misprofesores.com/escuelas/UCLAH_1795,PACHUCA,HIDALGO,1
UCLAH (PACHUCA),https://www.misprofesores.com/escuelas/UCLAH-PACHUCA_1924,PACHUCA ,HIDALGO,5
ucm,https://www.misprofesores.com/escuelas/ucm_8695,CUAUTITLAN,MÉXICO,1
UCMA UNIVERSIDAD,https://www.misprofesores.com/escuelas/UCMA-UNIVERSIDAD_9647,Cuautitlán Izcalli,Estado de México,4
UCNL Universidad Ciudadana de Nuevo León,https://www.misprofesores.com/escuelas/UCNL-Universidad-Ciudadana-de-Nuevo-Leon_7385,Monterrey,Nuevo León,49
UCSJ- Universidad del Claustro de Sor Juana,https://www.misprofesores.com/escuelas/UCSJ-Universidad-del-Claustro-de-Sor-Juana_1634,D.F.,México,78
UDA Universidad Del Altiplano,https://www.misprofesores.com/escuelas/UDA-Universidad-Del-Altiplano_2654,Tlaxcala,Tlaxcala,2
UDCI,https://www.misprofesores.com/escuelas/UDCI_11383,tijuana,BAJA CALIFORNIA,1
UDEC - Universidad Emilio Cárdenas,https://www.misprofesores.com/escuelas/UDEC-Universidad-Emilio-Cardenas_1329,Tlalnepantla,Estado de México,2
Udech,https://www.misprofesores.com/escuelas/Udech_11609,Cdmx,Cdmx,1
UdeG,https://www.misprofesores.com/escuelas/UdeG_10962,Etzatlán,Jalisco,1
Udelar,https://www.misprofesores.com/escuelas/Udelar_6333,Montevideo ,Montevideo,4
udelar derecho,https://www.misprofesores.com/escuelas/udelar-derecho_11466,montevideo,uruguay,2
Udem,https://www.misprofesores.com/escuelas/Udem_10359,Monterrey ,,3
udem,https://www.misprofesores.com/escuelas/udem_6720,san pedro,monterrey,3
udem,https://www.misprofesores.com/escuelas/udem_12013,monterey,,1
Udem,https://www.misprofesores.com/escuelas/Udem_10503,San Pedro ,Nuevo León ,2
UDEM,https://www.misprofesores.com/escuelas/UDEM_3606,San Pedro Garza García,Nuevo León,22
udem,https://www.misprofesores.com/escuelas/udem_2929,monterrey,nuevi leon,3
Udem,https://www.misprofesores.com/escuelas/Udem_11991,Monterr ,Nuevo León ,2
UDEM,https://www.misprofesores.com/escuelas/UDEM_4935,Monterrey,San Pedro,9
Udem,https://www.misprofesores.com/escuelas/Udem_11589,Mexico,Nuevo leon,1
UDEM,https://www.misprofesores.com/escuelas/UDEM_3032,Monterrey,Nuevo Leon,7
UDEM - Universidad de Monterrey,https://www.misprofesores.com/escuelas/UDEM-Universidad-de-Monterrey_1123,Monterrey,Nuevo León,1138
UDEM-universidad de Morelia,https://www.misprofesores.com/escuelas/UDEMuniversidad-de-Morelia_10998,Morelia,Michoacán,1
UdeO - Universidad de Occidente (Guasave),https://www.misprofesores.com/escuelas/UdeO-Universidad-de-Occidente-Guasave_1194,Guasave,Sinaloa,16
UDF campus Sta. Maria,https://www.misprofesores.com/escuelas/UDF-campus-Sta-Maria_6067,CdMx,CdMx,2
UDF Condesa,https://www.misprofesores.com/escuelas/UDF-Condesa_5493,México,Distrito Federal,4
UDF Universidad del Distrito Federal,https://www.misprofesores.com/escuelas/UDF-Universidad-del-Distrito-Federal_6402,Ciudad de México,Ciudad de México,2
"UDF, CAMPUS STA MARIA",https://www.misprofesores.com/escuelas/UDF-CAMPUS-STA-MARIA_3611,DF,DF,21
Udg,https://www.misprofesores.com/escuelas/Udg_12109,Guadalajara ,,1
UDG,https://www.misprofesores.com/escuelas/UDG_9908,La manzanilla de la paz,Jalisco,1
udg,https://www.misprofesores.com/escuelas/udg_4157,guadalajara,jalisco,1
udg,https://www.misprofesores.com/escuelas/udg_2295,guadalajara,jalisco,86
UDG,https://www.misprofesores.com/escuelas/UDG_3341,GUADALAJAR,JALISCO,5
UdG CU Tonala,https://www.misprofesores.com/escuelas/UdG-CU-Tonala_6874,Tonala ,Jalisco,3
UDG CUALTOS,https://www.misprofesores.com/escuelas/UDG-CUALTOS_1565,TEPATITLAN,JALISCO,24
UDG DEPARTAMENTO DE MUSICA,https://www.misprofesores.com/escuelas/UDG-DEPARTAMENTO-DE-MUSICA_4108,GUADALAJRA,JALISCO,3
UDG prepa 10,https://www.misprofesores.com/escuelas/UDG-prepa-10_7363,Zapopan,Jalisco,2
UDG Preparatoria regional de Zacoalco de Torres,https://www.misprofesores.com/escuelas/UDG-Preparatoria-regional-de-Zacoalco-de-Torres_7265,Zacoalco de Torres,Jalisco,1
UDG Sistema de Universidad Virtual,https://www.misprofesores.com/escuelas/UDG-Sistema-de-Universidad-Virtual_5530,Guadalajara,Jalisco,6
UDL  Moroleon,https://www.misprofesores.com/escuelas/UDL-Moroleon_3444,Moroleon,Guanajuato,2
UDLA CDMX,https://www.misprofesores.com/escuelas/UDLA-CDMX_5340,Distrito federal,Distrito Federal,2
UDLA CDMX,https://www.misprofesores.com/escuelas/UDLA-CDMX_5342,Ciudad de mexico ,,7
UDLA D.F.,https://www.misprofesores.com/escuelas/UDLA-DF_2056,DF,DF,32
Udlap,https://www.misprofesores.com/escuelas/Udlap_5924,Puebla,,1
Udlap,https://www.misprofesores.com/escuelas/Udlap_6738,Puebla ,Mexico ,3
Udlap,https://www.misprofesores.com/escuelas/Udlap_6644,Cholula ,Puebla ,22
Udlap,https://www.misprofesores.com/escuelas/Udlap_6098,Puebla,Puebla,2
Udlap,https://www.misprofesores.com/escuelas/Udlap_10450,San Andreas Cholula ,Puebla,3
UDLAP,https://www.misprofesores.com/escuelas/UDLAP_7175,Mexico ,Puebla,8
UDLAP - Universidad de las Américas Puebla,https://www.misprofesores.com/escuelas/UDLAP-Universidad-de-las-Americas-Puebla_1012,Cholula,Puebla,1142
UEA,https://www.misprofesores.com/escuelas/UEA_4822,GUADALAJARA,JALISCO,5
