Universidad,url_universidad,ciudad,estado,n_profesores
CENHIES,https://www.misprofesores.com/escuelas/CENHIES_8040,PACHUCA DE SOTO,HIDALGO,1
CENIDET,https://www.misprofesores.com/escuelas/CENIDET_2212,Cuernavaca,Morelos,5
Cenlex santo tomas,https://www.misprofesores.com/escuelas/Cenlex-santo-tomas_6705,Mexico,Ciudad de Mexico,1
Cenlex Santo Tomas,https://www.misprofesores.com/escuelas/Cenlex-Santo-Tomas_10589,Cdmx,Distrito federal,1
CENLEX Santo Tomas,https://www.misprofesores.com/escuelas/CENLEX-Santo-Tomas_4400,Cuauhtemoc,Distrito Federal,148
CENLEX SANTO TOMAS,https://www.misprofesores.com/escuelas/CENLEX-SANTO-TOMAS_5468,CIUDAD DE MEXICO,,2
Cenlex UPIICSA,https://www.misprofesores.com/escuelas/Cenlex-UPIICSA_2377,DF,México,55
CENLEX Zacatenco,https://www.misprofesores.com/escuelas/CENLEX-Zacatenco_3532,Ciudad de Mexico,DF,168
CENLEX Zacatenco IPN,https://www.misprofesores.com/escuelas/CENLEX-Zacatenco-IPN_4469,Gustavo A. Madero,Distrito Federal,1
Centenario de la revolución mexicana,https://www.misprofesores.com/escuelas/Centenario-de-la-revolucion-mexicana_8718,Monterrey ,Nuevo León ,1
Centreville high school,https://www.misprofesores.com/escuelas/Centreville-high-school_8211,Centreville ,Virginia ,1
Centro  educativo madrid,https://www.misprofesores.com/escuelas/Centro-educativo-madrid_9593,Tijuana,Baja california,1
"CENTRO - Diseño, Cine y Televisión",https://www.misprofesores.com/escuelas/CENTRO-Diseno-Cine-y-Television_11273,Ciudad de México,Ciudad de México,1
centro agro-cultural A.C,https://www.misprofesores.com/escuelas/centro-agrocultural-AC_2231,puebla,puebla,12
Centro Americano Cultural de Estudios Superiores,https://www.misprofesores.com/escuelas/Centro-Americano-Cultural-de-Estudios-Superiores_4508,Ecatepec de Morelos,Estado de Mexico,1
CENTRO CARBONELL,https://www.misprofesores.com/escuelas/CENTRO-CARBONELL_11381,CIUDAD DE MÉXICO,CIUDAD DE MÉXICO,1
CENTRO CREATIVO JACQUARD,https://www.misprofesores.com/escuelas/CENTRO-CREATIVO-JACQUARD_3661,San Luis Potosí.,SAN LUIS POTOSI,1
Centro Cultural Hidalgo,https://www.misprofesores.com/escuelas/Centro-Cultural-Hidalgo_2284,Morelia,Michoacán,2
Centro Cultural Universitario,https://www.misprofesores.com/escuelas/Centro-Cultural-Universitario_3098,Cd. Juárez,Chihuahua,3
CENTRO CULTURAL UNIVERSITARIO CUC - COPILCO,https://www.misprofesores.com/escuelas/CENTRO-CULTURAL-UNIVERSITARIO-CUC-COPILCO_6461,CD DE MEXICO,CD DE MEXICO,10
CENTRO DE ACTUALIZACION DEL MAGISTERIO,https://www.misprofesores.com/escuelas/CENTRO-DE-ACTUALIZACION-DEL-MAGISTERIO_3225,DE MEXICO,DISTRITO FEDERAL,6
centro de actualizacion del magisterio,https://www.misprofesores.com/escuelas/centro-de-actualizacion-del-magisterio_3226,de Mexico,d.f,1
CENTRO DE ACTUALIZACION DEL MAGISTERIO ACAPULCO,https://www.misprofesores.com/escuelas/CENTRO-DE-ACTUALIZACION-DEL-MAGISTERIO-ACAPULCO_3807,ACAPULCO,GUERRERO,3
Centro de actualización del magisterio del estado de Durango,https://www.misprofesores.com/escuelas/Centro-de-actualizacion-del-magisterio-del-estado-de-Durango_9905,Durango,Durango,1
centro de arte arquitectura y diseño,https://www.misprofesores.com/escuelas/centro-de-arte-arquitectura-y-diseno_3369,guadalajara,jalisco,1
Centro de bachillerato tecnológico agropecuario,https://www.misprofesores.com/escuelas/Centro-de-bachillerato-tecnologico-agropecuario_9868,Yucatan,Yucatan,1
Centro de bachillerato tecnológico agropecuario #288,https://www.misprofesores.com/escuelas/Centro-de-bachillerato-tecnologico-agropecuario-288_6987,México,Guerrero,1
Centro de Bachillerato Tecnológico Agropecuario No 212,https://www.misprofesores.com/escuelas/Centro-de-Bachillerato-Tecnologico-Agropecuario-No-212_8415,Tuxtla Gutiérrez,Chiapas,1
Centro de bachillerato tecnológico agropecuario no 27,https://www.misprofesores.com/escuelas/Centro-de-bachillerato-tecnologico-agropecuario-no-27_8102,Ciudad insurgentes,Bajá California Sur,1
Centro de bachillerato tecnologico industrial y de servicios,https://www.misprofesores.com/escuelas/Centro-de-bachillerato-tecnologico-industrial-y-de-servicios_7155,Sahagun,hidalgo,1
Centro de Bachillerato Tecnológico Industrial y de Servicios,https://www.misprofesores.com/escuelas/Centro-de-Bachillerato-Tecnologico-Industrial-y-de-Servicios_10047,Minatitlán ,Veracruz ,1
Centro de Bachillerato Tecnológico Industrial y de Servicios,https://www.misprofesores.com/escuelas/Centro-de-Bachillerato-Tecnologico-Industrial-y-de-Servicios_10048,Minatitlán ,Veracruz ,1
Centro de Capacitación Cinematográfica,https://www.misprofesores.com/escuelas/Centro-de-Capacitacion-Cinematografica_6107,CDMX,CDMX,1
Centro de Capacitación de Estudios Universitarios,https://www.misprofesores.com/escuelas/Centro-de-Capacitacion-de-Estudios-Universitarios_11997,Ecatepec de Morelos,Estado de Mexico,9
Centro de Capacitación Sabina Bolaños Cacho de Diaz Ordaz,https://www.misprofesores.com/escuelas/Centro-de-Capacitacion-Sabina-Bolanos-Cacho-de-Diaz-Ordaz_12111,Ciudad Serdan,Puebla,1
Centro de Capacitación y Adiestramiento para Asesores Herbol,https://www.misprofesores.com/escuelas/Centro-de-Capacitacion-y-Adiestramiento-para-Asesores-Herbol_6228,VENUSTIANO CARRANZA,CDMX,1
"Centro de Comprension Linguistica, S.C.",https://www.misprofesores.com/escuelas/Centro-de-Comprension-Linguistica-SC_1696,Mexico,DF,2
Centro de Desarrollo Educativo Frontera CEDEF,https://www.misprofesores.com/escuelas/Centro-de-Desarrollo-Educativo-Frontera-CEDEF_2332,Tijuana,Baja California,6
"CENTRO DE DISEÑO, CINE Y TELEVISIÓN",https://www.misprofesores.com/escuelas/CENTRO-DE-DISENO-CINE-Y-TELEVISION_4489,D.F.,D.F.,11
Centro de Educación Bilingüe (CEB),https://www.misprofesores.com/escuelas/Centro-de-Educacion-Bilingue-CEB_11039,Hermosillo,Sonora,14
Centro de enseñanza técnica industrial(Tonala),https://www.misprofesores.com/escuelas/Centro-de-ensenanza-tecnica-industrialTonala_9528,Tonala,Jalisco,1
Centro de Enzeñanza para Extranjeros UNAM,https://www.misprofesores.com/escuelas/Centro-de-Enzenanza-para-Extranjeros-UNAM_4497,Mexico,DF,4
Centro de estudioa bachillerato 8/6,https://www.misprofesores.com/escuelas/Centro-de-estudioa-bachillerato-86_9859,Guanajuato,Guanajuato ,1
Centro de Estudios Agustiniano FADU,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Agustiniano-FADU_2108,Coacalco,México,4
Centro de Estudios Casa Viktor Frankl,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Casa-Viktor-Frankl_5113,"Mexico, Distrito Federal",DISTRITO FEDERAL,4
Centro de Estudios Cientificos y Tec CECYT 6,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Cientificos-y-Tec-CECYT-6_2773,Azcapotzalco DF,DF,16
Centro de Estudios Cientificos y Tec DE LA -ESIQIE-IPN,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Cientificos-y-Tec-DE-LA-ESIQIEIPN_11031,    cd de mexico.,CD DE MEXICO,2
Centro de Estudios Científicos y Tecnológicos del Estado de ,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Cientificos-y-Tecnologicos-del-Estado-de_9503,Chihuahua,Chihuahua,1
Centro de estudios Ctm justo sierra o'reilly,https://www.misprofesores.com/escuelas/Centro-de-estudios-Ctm-justo-sierra-oreilly_7092,Mérida ,Yucatán ,5
"Centro de estudios de Bachillerato ""Lic. Jesús Reyes Heroles",https://www.misprofesores.com/escuelas/Centro-de-estudios-de-Bachillerato-Lic-Jesus-Reyes-Heroles_6684,Coyoacán,CDMX,8
Centro de estudios de bachillerato 5/5,https://www.misprofesores.com/escuelas/Centro-de-estudios-de-bachillerato-55_6956,CD Guzmán ,Jalisco ,2
CENTRO DE ESTUDIOS DE BACHILLETATO 5/3 JOSE VASCONCELOS,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-DE-BACHILLETATO-53-JOSE-VASCONCELOS_9537,IGUALA DE LA INDEPENDENCIA,GUERRERO,1
Centro de estudios de posgrado,https://www.misprofesores.com/escuelas/Centro-de-estudios-de-posgrado_5564,Todo México,,1
Centro de Estudios de Posgrado en Derecho,https://www.misprofesores.com/escuelas/Centro-de-Estudios-de-Posgrado-en-Derecho_4224,México,D.F,2
centro de estudios de posgrado valle de anahuac,https://www.misprofesores.com/escuelas/centro-de-estudios-de-posgrado-valle-de-anahuac_4368,df,df,1
Centro de estudios del Atlántico,https://www.misprofesores.com/escuelas/Centro-de-estudios-del-Atlantico_5265,Veracruz ,Veracruz,1
CENTRO DE ESTUDIOS EN ALTA DIRECCION,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-EN-ALTA-DIRECCION_3799,MEXICO,MEXICO,5
centro de estudios en Ciencias de la Comunicación,https://www.misprofesores.com/escuelas/centro-de-estudios-en-Ciencias-de-la-Comunicacion_2840,mexico d.f,distrito federal,2
CENTRO DE ESTUDIOS EN CIENCIAS JURIDICAS Y CRIMINO,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-EN-CIENCIAS-JURIDICAS-Y-CRIMINO_3502,MEXICO,MEXICIO,5
centro de estudios lerdo contemporaneo,https://www.misprofesores.com/escuelas/centro-de-estudios-lerdo-contemporaneo_7946,lerdo,durango,5
centro de estudios naucalpan,https://www.misprofesores.com/escuelas/centro-de-estudios-naucalpan_7998,cdmx,Estado de México,9
Centro de estudios superiores Cecyt,https://www.misprofesores.com/escuelas/Centro-de-estudios-superiores-Cecyt_1925,Tijuana,Baja Caifornia,4
Centro de Estudios Superiores Cuicuilco,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-Cuicuilco_4082,DF,DF,1
CENTRO DE ESTUDIOS SUPERIORES DE TEPEACA,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-SUPERIORES-DE-TEPEACA_6199,TEPEACA,PUEBLA,2
Centro de Estudios Superiores de Veracruz,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-de-Veracruz_1802,Veracruz,Veracruz,1
Centro de Estudios Superiores del Bajio - CESBA QRO,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-del-Bajio-CESBA-QRO_6183,Querétaro,Querétaro,1
CENTRO DE ESTUDIOS SUPERIORES DEL BAJIO(CAMPUS QUE,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-SUPERIORES-DEL-BAJIOCAMPUS-QUE_4261,QUERÉTARO,QUERÉTARO,1
Centro de Estudios Superiores del Valle de Iguala,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-del-Valle-de-Iguala_11634,Iguala,Guerrero,1
Centro de Estudios Superiores del Valle de Iguala Cesvi,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-del-Valle-de-Iguala-Cesvi_11635,Iguala,Guerrero,4
Centro de Estudios Superiores en Ciencias Jurídica,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-en-Ciencias-Juridica_4939,México ,Distrito Federarl,1
Centro de Estudios superiores Justo sierra,https://www.misprofesores.com/escuelas/Centro-de-Estudios-superiores-Justo-sierra_8364,Zacapu ,Michoacan ,1
Centro de Estudios Superiores Olimpo,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-Olimpo_1322,Toluca,Estado de México,23
Centro de Estudios Superiores Universitarios CESU,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Superiores-Universitarios-CESU_3439,Tianguistenco,México,5
Centro de estudios tecnología del mar número 16,https://www.misprofesores.com/escuelas/Centro-de-estudios-tecnologia-del-mar-numero-16_7961,Lázaro cárdenas,Michoacán,1
centro de estudios tecnologicos del golfo,https://www.misprofesores.com/escuelas/centro-de-estudios-tecnologicos-del-golfo_4921,veracruz,veracruz,1
Centro de estudios tecnológicos e industriales 10,https://www.misprofesores.com/escuelas/Centro-de-estudios-tecnologicos-e-industriales-10_7782,CDMX,México ,1
centro de estudios tecnologicos industrial y de servicios N°,https://www.misprofesores.com/escuelas/centro-de-estudios-tecnologicos-industrial-y-de-servicios-N_10044,San Pedro Cholula,Puebla,1
Centro de estudios tecnológicos industriales 6,https://www.misprofesores.com/escuelas/Centro-de-estudios-tecnologicos-industriales-6_6995,CDMX,Iztapalapa,1
Centro de Estudios Universitarios,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Universitarios_2211,Monterrey,Nuevo León,1
CENTRO DE ESTUDIOS UNIVERSITARIOS,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-UNIVERSITARIOS_3720,MONTERREY,NUEVO LEON,1
CENTRO DE ESTUDIOS UNIVERSITARIOS,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-UNIVERSITARIOS_3721,MONTERREY,NUEVO LEON,1
CENTRO DE ESTUDIOS UNIVERSITARIOS 16 DE SEPTIEMBRE,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-UNIVERSITARIOS-16-DE-SEPTIEMBRE_4635,MEXICALI,BAJA CALIFORNIA,8
Centro de Estudios Universitarios de Guanajuato (CEUG),https://www.misprofesores.com/escuelas/Centro-de-Estudios-Universitarios-de-Guanajuato-CEUG_7348,Irapuato,Guanajuato,1
CENTRO DE ESTUDIOS UNIVERSITARIOS HORACIO ZUÑIGA,https://www.misprofesores.com/escuelas/CENTRO-DE-ESTUDIOS-UNIVERSITARIOS-HORACIO-ZUNIGA_3495,TOLUCA,MEXICO,2
centro de estudios universitarios vizcaya de las a,https://www.misprofesores.com/escuelas/centro-de-estudios-universitarios-vizcaya-de-las-a_1942,colima,colima,3
Centro de Estudios Universitarios Xochicalco A.C.,https://www.misprofesores.com/escuelas/Centro-de-Estudios-Universitarios-Xochicalco-AC_3910,Cuernavaca,Morelos,5
Centro de estudios veracruz (Cev),https://www.misprofesores.com/escuelas/Centro-de-estudios-veracruz-Cev_11836,Veracruz,Veracruz,4
Centro de gastronomía y sazon,https://www.misprofesores.com/escuelas/Centro-de-gastronomia-y-sazon_7522,Toluca,México ,1
Centro de idiomas  ITCelaya,https://www.misprofesores.com/escuelas/Centro-de-idiomas-ITCelaya_11345,Celaya,Guanajuato,1
Centro de Idiomas Orizaba,https://www.misprofesores.com/escuelas/Centro-de-Idiomas-Orizaba_10830,Orizaba,Veracruz ,1
Centro de Investigación Científica de Yucatán,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-Cientifica-de-Yucatan_2907,Mérida,Yucatán,1
Centro de Investigacion Cientifica y Educacion Sup,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-Cientifica-y-Educacion-Sup_1933,Ensenada,Baja California,4
Centro de Investigación en Biotecnología Aplicada,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-en-Biotecnologia-Aplicada_4721,Tepetitla,Tlaxcala,4
Centro de Investigación en Computación,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-en-Computacion_1684,DF,DF,1
Centro De Investigacion En Quimica Aplicada,https://www.misprofesores.com/escuelas/Centro-De-Investigacion-En-Quimica-Aplicada_8859,Saltillo,Coahuila,1
CENTRO DE INVESTIGACION Y DESARROLLO DE MICHOACÁN,https://www.misprofesores.com/escuelas/CENTRO-DE-INVESTIGACION-Y-DESARROLLO-DE-MICHOACAN_2223,MORELIA,MICHOACÁN,7
Centro de Investigación y Docencia Económicas,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-y-Docencia-Economicas_1595,Ciudad de México,Distrito Federal,80
Centro de Investigación y Docencia en Humanidades,https://www.misprofesores.com/escuelas/Centro-de-Investigacion-y-Docencia-en-Humanidades_3213,Cuernavaca,Morelos,1
"Centro de Investigación y Estudios Musicales, A.C.",https://www.misprofesores.com/escuelas/Centro-de-Investigacion-y-Estudios-Musicales-AC_6356,Mexico City,Mexico,1
Centro de Investigaciones de Diseño Industrial.,https://www.misprofesores.com/escuelas/Centro-de-Investigaciones-de-Diseno-Industrial_6551,Ciudad de México.,Ciudad de México.,4
Centro de investigaciones en materiales avanzados S.C,https://www.misprofesores.com/escuelas/Centro-de-investigaciones-en-materiales-avanzados-SC_10714,Chihuahua ,Chihuahua ,2
Centro de Investigaciones en Optica,https://www.misprofesores.com/escuelas/Centro-de-Investigaciones-en-Optica_3888,Leon,Guanajuato,2
Centro de Investigaciones y Estudios Superiores en,https://www.misprofesores.com/escuelas/Centro-de-Investigaciones-y-Estudios-Superiores-en_3571,DF,DF,1
CENTRO DE LENGUAS EXTRANGERAS- UNAM- FES ARAGÓN,https://www.misprofesores.com/escuelas/CENTRO-DE-LENGUAS-EXTRANGERAS-UNAM-FES-ARAGON_2381,MEXICO,MEXICO,69
Centro de Lenguas Extranjeras (CELE) - C.U.,https://www.misprofesores.com/escuelas/Centro-de-Lenguas-Extranjeras-CELE-CU_2672,Distrito Federal,Distrito Federal,90
CENTRO DE MEDIOS AUDIOVISUALES CAAV,https://www.misprofesores.com/escuelas/CENTRO-DE-MEDIOS-AUDIOVISUALES-CAAV_1578,GUADALAJARA,JALISCO,46
centro educativo  manuel  altamirano,https://www.misprofesores.com/escuelas/centro-educativo-manuel-altamirano_11342,zapopan ,jalisco ,1
Centro educativo alianza,https://www.misprofesores.com/escuelas/Centro-educativo-alianza_7584,Cuautla,Morelos,1
Centro educativo horeb,https://www.misprofesores.com/escuelas/Centro-educativo-horeb_8580,Coyoacan ,Ciudad de México ,1
Centro Educativo Itzimna,https://www.misprofesores.com/escuelas/Centro-Educativo-Itzimna_6811,Merida,Yucatan,1
CENTRO EDUCATIVO JOSÉ DOLORES RODRÍGUEZ TAMAYO,https://www.misprofesores.com/escuelas/CENTRO-EDUCATIVO-JOSE-DOLORES-RODRIGUEZ-TAMAYO_7227,Ticul ,Yucatán ,1
Centro Educativo Los Pinos,https://www.misprofesores.com/escuelas/Centro-Educativo-Los-Pinos_7145,Zapopan,Jalisco,2
Centro Educativo Nuevo Amanecer,https://www.misprofesores.com/escuelas/Centro-Educativo-Nuevo-Amanecer_7228,Nezahualcoyotl,México,12
CENTRO EDUCATIVO OCUPACIONAL MEXICANO. A.C,https://www.misprofesores.com/escuelas/CENTRO-EDUCATIVO-OCUPACIONAL-MEXICANO-AC_10697,ACAPULCO,GUERRERO,1
Centro educativo oxford,https://www.misprofesores.com/escuelas/Centro-educativo-oxford_10152,Cd juarez ,Chihuahua ,3
Centro educativo siglo xxi,https://www.misprofesores.com/escuelas/Centro-educativo-siglo-xxi_7701,Xalapa,Veracruz,2
Centro educativo valerio,https://www.misprofesores.com/escuelas/Centro-educativo-valerio_8524,Veracruz,San andres tuxtlas ver.,1
Centro Eleia,https://www.misprofesores.com/escuelas/Centro-Eleia_11379,Ciudad de México,Ciudad de México,2
Centro Escolar Aparicio,https://www.misprofesores.com/escuelas/Centro-Escolar-Aparicio_7221,puebla ,puebla ,19
Centro Escolar Cedros,https://www.misprofesores.com/escuelas/Centro-Escolar-Cedros_8122,CDMX ,CDMX,4
Centro escolar Cristóbal Colón,https://www.misprofesores.com/escuelas/Centro-escolar-Cristobal-Colon_10084,Ciudad de México,México,1
Centro escolar del lago,https://www.misprofesores.com/escuelas/Centro-escolar-del-lago_9529,Cuautitlan izcalli,Estado de mexico,1
Centro Escolar General Vicente Guerrero,https://www.misprofesores.com/escuelas/Centro-Escolar-General-Vicente-Guerrero_9133,Puebla,Mexico,1
Centro escolar Hermenegildo Galeana,https://www.misprofesores.com/escuelas/Centro-escolar-Hermenegildo-Galeana_2415,Tecpan de Galeana,Guerrero,3
centro escolar juana de asbaje,https://www.misprofesores.com/escuelas/centro-escolar-juana-de-asbaje_1854,Zamora,michoacan,2
centro escolar manuel espinosa iglesias,https://www.misprofesores.com/escuelas/centro-escolar-manuel-espinosa-iglesias_9216,puebla de zaragoza,puebla,2
Centro Escolar Niños Héroes de Chapultepec,https://www.misprofesores.com/escuelas/Centro-Escolar-Ninos-Heroes-de-Chapultepec_7739,México ,Puebla ,4
centro escolar presidente juan n mendez,https://www.misprofesores.com/escuelas/centro-escolar-presidente-juan-n-mendez_5374,mexico,puebla,4
centro escolar presidente lazaro cardenas,https://www.misprofesores.com/escuelas/centro-escolar-presidente-lazaro-cardenas_8065,izucar de matamoros,puebla,31
Centro escolar presidente Venustiano Carranza,https://www.misprofesores.com/escuelas/Centro-escolar-presidente-Venustiano-Carranza_8088,Tehuacán,Puebla,3
Centro escolar smrepublica de Nicaragua,https://www.misprofesores.com/escuelas/Centro-escolar-smrepublica-de-Nicaragua_9148,Wuezaltepeque,El Salvador ,1
Centro Escolar Tolteca,https://www.misprofesores.com/escuelas/Centro-Escolar-Tolteca_8147,Atotonilco,Hidalgo,1
CENTRO HIDALGUENSE DE ESTUDIOS SUPERIORES,https://www.misprofesores.com/escuelas/CENTRO-HIDALGUENSE-DE-ESTUDIOS-SUPERIORES_2812,PACHUCA,HIDALGO,6
Centro Interdisciplinario de Ciencias Marinas,https://www.misprofesores.com/escuelas/Centro-Interdisciplinario-de-Ciencias-Marinas_1609,La Paz,B.C.S.,3
Centro Internacional de Posgrado (CIPAC_TAABASCO),https://www.misprofesores.com/escuelas/Centro-Internacional-de-Posgrado-CIPACTAABASCO_3595,Villahermosa,Tabasco,27
Centro Internacional de Prospectiva y Altos Estuio,https://www.misprofesores.com/escuelas/Centro-Internacional-de-Prospectiva-y-Altos-Estuio_3492,Puebla,Puebla,1
Centro Jurídico Universitario CEJU,https://www.misprofesores.com/escuelas/Centro-Juridico-Universitario-CEJU_6521,CDMX,CDMX,2
Centro Mexicano de Córnea y Cirugía Refractiva,https://www.misprofesores.com/escuelas/Centro-Mexicano-de-Cornea-y-Cirugia-Refractiva_4465,PUEBLA,PUEBLA,1
CENTRO MEXICANO EN ESTOMATOLOGIA,https://www.misprofesores.com/escuelas/CENTRO-MEXICANO-EN-ESTOMATOLOGIA_1964,PUEBLA,PUEBLA,1
Centro Morelense de las Artes,https://www.misprofesores.com/escuelas/Centro-Morelense-de-las-Artes_4504,Cuernavaca,Morelos,8
Centro Nacional de Actualización Docente Cnad,https://www.misprofesores.com/escuelas/Centro-Nacional-de-Actualizacion-Docente-Cnad_4404,México,Distrito Federal,3
Centro Nacional de Investigación y Desarrollo Tecnológico,https://www.misprofesores.com/escuelas/Centro-Nacional-de-Investigacion-y-Desarrollo-Tecnologico_5421,Cuernavaca,Morelos,1
Centro regional de educación normal,https://www.misprofesores.com/escuelas/Centro-regional-de-educacion-normal_4833,iguala ,guerrero ,2
Centro Superior de Estudios Turísticos Jalapa,https://www.misprofesores.com/escuelas/Centro-Superior-de-Estudios-Turisticos-Jalapa_4183,Jalapa,Veracruz,1
Centro Tlaxcala de Biología de la Conducta UAT,https://www.misprofesores.com/escuelas/Centro-Tlaxcala-de-Biologia-de-la-Conducta-UAT_3540,Tlaxcala,Tlaxcala,1
Centro Univ de Cs Biológicas y Agropecuarias CUCBA,https://www.misprofesores.com/escuelas/Centro-Univ-de-Cs-Biologicas-y-Agropecuarias-CUCBA_3300,Zapopan,Jalisco,7
centro universitario -ESIQIE-IPN,https://www.misprofesores.com/escuelas/centro-universitario-ESIQIEIPN_11033,    cd de mexico.,CD DE MEXICO,1
centro universitario angloamericano queretaro,https://www.misprofesores.com/escuelas/centro-universitario-angloamericano-queretaro_1841,queretaro,queretaro,2
Centro Universitario Bonampak,https://www.misprofesores.com/escuelas/Centro-Universitario-Bonampak_6942,Cuernavaca,Morelos,1
Centro Universitario Continental Hidalgo,https://www.misprofesores.com/escuelas/Centro-Universitario-Continental-Hidalgo_3793,Pachuca,Hidalgo,4
CENTRO UNIVERSITARIO CULTURAL  C.U.C,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-CULTURAL-CUC_5391,DISTRITO FEDERAL,DISTRITO FEDERAL,2
centro universitario de arte arquitectura y diseño,https://www.misprofesores.com/escuelas/centro-universitario-de-arte-arquitectura-y-diseno_4724,guadalajara,jalisco,7
Centro Universitario de Cd. Juárez,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Cd-Juarez_1364,Ciudad Juárez,Chihuahua,1
Centro Universitario de Cd. México- ESIQIE IPN,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Cd-Mexico-ESIQIE-IPN_11049,    cd de mexico.,CD DE MEXICO,1
CENTRO UNIVERSITARIO DE CIENCIAS ECONOMICO ADMINIS,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-DE-CIENCIAS-ECONOMICO-ADMINIS_2307,GUADALAJARA,JALISCO,12
Centro Universitario de Ciencias Exactas e Ingenierías,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Ciencias-Exactas-e-Ingenierias_11480,Guadalajara,Jalisco,2
centro universitario de ciencias sociales y humanidades,https://www.misprofesores.com/escuelas/centro-universitario-de-ciencias-sociales-y-humanidades_4109,guadalajara,jalisco,18
centro universitario de ciencias sociales y Tecnologicas-ESI,https://www.misprofesores.com/escuelas/centro-universitario-de-ciencias-sociales-y-TecnologicasESI_11032,    cd de mexico.,CD DE MEXICO,1
Centro Universitario de Comunicación,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Comunicacion_2303,Benito Juárez,Distrito Federal,1
centro universitario de educacion fisica C.U.E.F.,https://www.misprofesores.com/escuelas/centro-universitario-de-educacion-fisica-CUEF_7944,cuautla,morelos,1
CENTRO UNIVERSITARIO DE EDUCACION SUPERIOR HP,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-DE-EDUCACION-SUPERIOR-HP_2616,GUADALAJARA,JALISCO,2
Centro Universitario de Estudios Jurídicos,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Estudios-Juridicos_5136,México ,Ciudad de México ,8
Centro Universitario de Ixtlahuaca,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Ixtlahuaca_1337,Ixtlahuca de Rayón,Estado de México,15
CENTRO UNIVERSITARIO DE LA CIENEGA,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-DE-LA-CIENEGA_2908,"OCOTLAN, LA BARCA, ATOTONILCO",JALISCO,3
Centro Universitario de la Costa,https://www.misprofesores.com/escuelas/Centro-Universitario-de-la-Costa_1564,Puerto Vallarta,Jalisco,7
Centro Universitario de la Costa Sur,https://www.misprofesores.com/escuelas/Centro-Universitario-de-la-Costa-Sur_4329,Autlan,Jalisco,4
centro universitario de la costa UDG,https://www.misprofesores.com/escuelas/centro-universitario-de-la-costa-UDG_1983,puerto vallarta,jalisco,43
Centro Universitario de los Lagos,https://www.misprofesores.com/escuelas/Centro-Universitario-de-los-Lagos_9924,Lagos de Moreno,Jalisco,3
Centro Universitario de Mazatlán,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Mazatlan_3157,Mazatlán,Sinaloa,1
Centro Universitario de Monterrey,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Monterrey_3493,Guadalajara,Jalisco,7
Centro Universitario de Occidente,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Occidente_2629,Guadalajara,Jalisco ,7
Centro Universitario de Occidente,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Occidente_3792,Guadalajara,Jalisco,1
Centro Universitario de Occidente,https://www.misprofesores.com/escuelas/Centro-Universitario-de-Occidente_2638,Guadalajara,Jalisco,1
CENTRO UNIVERSITARIO DE OCCIDENTE,https://www.misprofesores.com/escuelas/CENTRO-UNIVERSITARIO-DE-OCCIDENTE_2627,GUADALAJARA,JALISCO,1
